"FirstName","MiddleName","LastName","Suffix","TOTAL_VOTES","Party","WriteInVote","LOCALITY_CODE","LocalityName","PrecinctName","Jurisdiction","OfficeTitle","DistrictType","ElectionType","ELECTION_DATE","ElectionName"
"KRYSTAL","MARIE","BALL","","114","Democrat","0","153","PRINCE WILLIAM COUNTY","304 - QUANTICO","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","JOSEPH","WITTMAN","","143","Republican","0","153","PRINCE WILLIAM COUNTY","304 - QUANTICO","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","153","PRINCE WILLIAM COUNTY","305 - PATTIE","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"CHRISTOPHER","FRANCES","DECARLO","","10","Independent","0","153","PRINCE WILLIAM COUNTY","305 - PATTIE","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","LEIGH","DOTSON","","7","Libertarian","0","153","PRINCE WILLIAM COUNTY","305 - PATTIE","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"David","William","Gillis","Jr.","11","Independent Green","0","153","PRINCE WILLIAM COUNTY","305 - PATTIE","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"GERALD","EDWARD","CONNOLLY","","497","Democrat","0","153","PRINCE WILLIAM COUNTY","305 - PATTIE","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KEITH","SHAWN","FIMIAN","","605","Republican","0","153","PRINCE WILLIAM COUNTY","305 - PATTIE","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","153","PRINCE WILLIAM COUNTY","306 - WASHINGTON-REID","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Glenda","Gail","Parker","","16","Independent Green","0","153","PRINCE WILLIAM COUNTY","306 - WASHINGTON-REID","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KRYSTAL","MARIE","BALL","","576","Democrat","0","153","PRINCE WILLIAM COUNTY","306 - WASHINGTON-REID","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","JOSEPH","WITTMAN","","687","Republican","0","153","PRINCE WILLIAM COUNTY","306 - WASHINGTON-REID","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","153","PRINCE WILLIAM COUNTY","307 - HENDERSON","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"CHRISTOPHER","FRANCES","DECARLO","","12","Independent","0","153","PRINCE WILLIAM COUNTY","307 - HENDERSON","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","LEIGH","DOTSON","","16","Libertarian","0","153","PRINCE WILLIAM COUNTY","307 - HENDERSON","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"David","William","Gillis","Jr.","4","Independent Green","0","153","PRINCE WILLIAM COUNTY","307 - HENDERSON","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"GERALD","EDWARD","CONNOLLY","","883","Democrat","0","153","PRINCE WILLIAM COUNTY","307 - HENDERSON","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KEITH","SHAWN","FIMIAN","","1033","Republican","0","153","PRINCE WILLIAM COUNTY","307 - HENDERSON","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","153","PRINCE WILLIAM COUNTY","308 - MONTCLAIR","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"CHRISTOPHER","FRANCES","DECARLO","","21","Independent","0","153","PRINCE WILLIAM COUNTY","308 - MONTCLAIR","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","LEIGH","DOTSON","","6","Libertarian","0","153","PRINCE WILLIAM COUNTY","308 - MONTCLAIR","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"David","William","Gillis","Jr.","7","Independent Green","0","153","PRINCE WILLIAM COUNTY","308 - MONTCLAIR","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"GERALD","EDWARD","CONNOLLY","","689","Democrat","0","153","PRINCE WILLIAM COUNTY","308 - MONTCLAIR","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KEITH","SHAWN","FIMIAN","","817","Republican","0","153","PRINCE WILLIAM COUNTY","308 - MONTCLAIR","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","153","PRINCE WILLIAM COUNTY","309 - ASHLAND ","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Glenda","Gail","Parker","","7","Independent Green","0","153","PRINCE WILLIAM COUNTY","309 - ASHLAND ","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KRYSTAL","MARIE","BALL","","347","Democrat","0","153","PRINCE WILLIAM COUNTY","309 - ASHLAND ","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","JOSEPH","WITTMAN","","456","Republican","0","153","PRINCE WILLIAM COUNTY","309 - ASHLAND ","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","153","PRINCE WILLIAM COUNTY","310 - FOREST PARK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Glenda","Gail","Parker","","5","Independent Green","0","153","PRINCE WILLIAM COUNTY","310 - FOREST PARK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KRYSTAL","MARIE","BALL","","431","Democrat","0","153","PRINCE WILLIAM COUNTY","310 - FOREST PARK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","JOSEPH","WITTMAN","","345","Republican","0","153","PRINCE WILLIAM COUNTY","310 - FOREST PARK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","153","PRINCE WILLIAM COUNTY","311 - SWANS CREEK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Glenda","Gail","Parker","","5","Independent Green","0","153","PRINCE WILLIAM COUNTY","311 - SWANS CREEK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"KRYSTAL","MARIE","BALL","","736","Democrat","0","153","PRINCE WILLIAM COUNTY","311 - SWANS CREEK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","JOSEPH","WITTMAN","","400","Republican","0","153","PRINCE WILLIAM COUNTY","311 - SWANS CREEK","01","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","153","PRINCE WILLIAM COUNTY","401 - EVERGREEN","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FRANK","RUDOLPH","WOLF","","861","Republican","0","153","PRINCE WILLIAM COUNTY","401 - EVERGREEN","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","ROBERT","BARNETT","","265","Democrat","0","153","PRINCE WILLIAM COUNTY","401 - EVERGREEN","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","BRUCE","REDPATH","","41","Libertarian","0","153","PRINCE WILLIAM COUNTY","401 - EVERGREEN","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","153","PRINCE WILLIAM COUNTY","402 - BATTLEFIELD","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FRANK","RUDOLPH","WOLF","","1278","Republican","0","153","PRINCE WILLIAM COUNTY","402 - BATTLEFIELD","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","ROBERT","BARNETT","","352","Democrat","0","153","PRINCE WILLIAM COUNTY","402 - BATTLEFIELD","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","BRUCE","REDPATH","","33","Libertarian","0","153","PRINCE WILLIAM COUNTY","402 - BATTLEFIELD","10","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","5","","1","153","PRINCE WILLIAM COUNTY","403 - BULL RUN","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"CHRISTOPHER","FRANCES","DECARLO","","19","Independent","0","153","PRINCE WILLIAM COUNTY","403 - BULL RUN","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","LEIGH","DOTSON","","10","Libertarian","0","153","PRINCE WILLIAM COUNTY","403 - BULL RUN","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"David","William","Gillis","Jr.","7","Independent Green","0","153","PRINCE WILLIAM COUNTY","403 - BULL RUN","11","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
